Timestamp,Server_Workload(%),Inlet_Temperature(°C),Outlet_Temperature(°C),Ambient_Temperature(°C),Cooling_Unit_Power_Consumption(kW),Chiller_Usage(%),AHU_Usage(%),Total_Energy_Cost($),Temperature_Deviation(°C),Cooling_Strategy_Action,Output
2025-01-01 00:00:00,1.797438937022957,1.4649152718146559,0.6764534101386103,-0.8943686883769469,1.370476447377185,1.479417076630194,-0.3967607485031831,0.10608027921934092,0.161756835565739,Reduce AHU,1
2025-01-01 01:00:00,1.1443245221094527,0.7139271716250308,1.1504179001789858,0.850383892914966,1.1823120680756334,1.0497377423412058,0.8097069744171372,0.5188375836790254,0.06755171207125629,Eco Mode,4
2025-01-01 02:00:00,-2.371320639304169,-2.3962982461692337,-1.0644957434359406,-0.884688251334513,-2.0792038398179264,-1.8879895299948215,-1.1199654715603922,-1.1321916341597114,0.14409337491052338,Eco Mode,4
2025-01-01 03:00:00,-1.2298626920941909,-1.0561526356690547,-0.7421911589820039,-1.6710988745492392,-0.9502175640086171,-0.8097436764770259,-0.8610406527751601,-0.30667702524034296,1.4688529240516852,Boost All,3
2025-01-01 04:00:00,-0.810941316945421,-0.7017415794408994,-1.1248269757604574,0.9720014350002895,-0.4484458858711466,-0.7916009414558762,1.577526140926873,0.5188375836790254,0.2736254197154371,Eco Mode,4
2025-01-01 05:00:00,-0.7744128456101455,-1.1219756354784218,-1.456146449994837,1.256687100663946,-0.4484458858711466,-0.8223807071909386,1.6479371364173323,-0.7194343297000269,0.7505388574062554,Boost All,3
2025-01-01 06:00:00,-1.5042085189851753,-1.3130792946373138,-1.1926073358558011,-2.090333946768031,-1.6401536214476393,-1.277234736640969,-1.9433474658124146,-1.1321916341597114,2.175391350260305,Maintain,2
2025-01-01 07:00:00,-0.6172418346125426,-0.9368384011534914,-1.3128485304711692,-0.19351441167616892,-0.3857244261039627,-0.28011343874834765,-0.4066894475654895,0.10608027921934092,-1.0216950283336992,Boost All,3
2025-01-01 08:00:00,1.5883868525247526,1.3774611078962218,2.5122814946974854,-0.04242151267217828,1.2450335278428173,1.4547989626125049,-0.8063069904459446,1.7571094970580776,-1.2748712977251209,Reduce AHU,1
2025-01-01 09:00:00,-0.40568522316274497,0.22449896069248765,-1.0211217919930293,-1.7054903136831598,-0.1348385870352271,0.07909908904163343,-0.9338419037625089,-0.30667702524034296,1.5277311262357371,Increase Chiller,0
2025-01-01 10:00:00,0.4756819201310114,0.6809465337364093,0.5636429662834488,-1.1393903244867722,0.42965455086942733,0.5384293798614503,-0.39458437490913223,-0.30667702524034296,0.5739042508541004,Maintain,2
2025-01-01 11:00:00,0.7466460648069941,0.02725830739914957,-0.0013934142987840116,-0.5002160504569111,0.3042116313350602,0.4424822855165731,-0.7745564625457005,0.9315948881387093,-0.5035668491140446,Reduce AHU,1
