timestamp,T_rack,T_ambient,Q_gpu,fan_speed,fan_power,gpu_util
2025-01-06 00:00:00,21.77907059419509,16.470629390254455,9051.221501462727,0.2,40.00000000000001,0.019661692301252302
2025-01-06 00:01:00,22.746995247638814,17.317308002869442,10760.181514189955,0.2,40.00000000000001,0.16498142127465604
2025-01-06 00:02:00,17.94223428365612,17.225115936185045,9510.92751936999,1.0,5000.0,0.058752340082482264
2025-01-06 00:03:00,19.598002156340815,17.19469984477135,10231.026020938605,0.2,40.00000000000001,0.11998520586212623
2025-01-06 00:04:00,20.843897523177045,16.905670290776996,9911.291793352617,0.2,40.00000000000001,0.09279692120345381
2025-01-06 00:05:00,21.822500481902402,15.998855412936955,9910.768589288571,0.2,40.00000000000001,0.0927524310619533
2025-01-06 00:06:00,23.05956686050126,18.090884227103533,12112.19948083217,0.2,40.00000000000001,0.2799489354449125
2025-01-06 00:07:00,23.714556175815524,17.526448737861273,10511.488259134303,0.2,40.00000000000001,0.14383403564067204
2025-01-06 00:08:00,24.13597515554044,17.062598135673284,10045.319443244694,0.2,40.00000000000001,0.10419383020788214
2025-01-06 00:09:00,18.22189741724691,17.500931611110992,10866.839417474876,1.0,5000.0,0.17405097087371396
2025-01-06 00:10:00,19.771723024844356,16.5898080905689,10021.256730036515,0.2,40.00000000000001,0.10214768112555404
2025-01-06 00:11:00,20.993925902680125,17.371281669887452,9949.502752660253,0.2,40.00000000000001,0.09604615243709617
2025-01-06 00:12:00,22.3337127088648,17.27751684027295,11808.166152978016,0.2,40.00000000000001,0.25409576130765466
2025-01-06 00:13:00,22.787197669347673,16.16782246546444,8820.0,0.2,40.00000000000001,0.0
2025-01-06 00:14:00,23.477773957755492,17.26588408065217,10420.309559730356,0.2,40.00000000000001,0.13608074487503036
2025-01-06 00:15:00,20.599233494939792,17.27133696380796,9311.748752819674,0.6346590696077844,1278.1784070652407,0.0418153701377273
2025-01-06 00:16:00,21.58068520582941,17.037881135265838,9619.61849042304,0.2,40.00000000000001,0.06799476959379584
2025-01-06 00:17:00,22.24391149075377,17.460333467266178,9024.034942273063,0.2,40.00000000000001,0.017349910057233197
2025-01-06 00:18:00,21.841243434064246,17.504621832747077,10653.771854571385,0.4038550228017412,329.34150838033025,0.15593298083090026
2025-01-06 00:19:00,20.568541752536387,18.10930837132858,9582.312628333813,0.5473126294521821,819.7405402726625,0.06482250240933786
2025-01-06 00:20:00,21.464827447185463,16.62372645166669,9182.703181279434,0.2,40.00000000000001,0.030842107251652515
2025-01-06 00:21:00,22.73997080099281,17.914976861439218,11940.873381955258,0.2,40.00000000000001,0.26538038962204596
2025-01-06 00:22:00,19.03389328403427,17.03131160080284,9913.190024033956,0.8475239110956777,3043.868481052042,0.09295833537703713
2025-01-06 00:23:00,20.25653975486078,17.965395712138772,9157.711943591028,0.2,40.00000000000001,0.028717002006039796
2025-01-06 00:24:00,21.401816367920283,16.903074857642697,10090.493723680565,0.2,40.00000000000001,0.10803518058508206
2025-01-06 00:25:00,22.11083784450557,17.575857957095977,9061.94802427291,0.2,40.00000000000001,0.02057381158783236
2025-01-06 00:26:00,22.98672547979652,18.1353696824646,10602.764398697947,0.2,40.00000000000001,0.1515956121341793
2025-01-06 00:27:00,23.35083202194933,17.325730945039158,8991.65535352372,0.2,40.00000000000001,0.014596543666982962
2025-01-06 00:28:00,18.016545210093113,17.801414213355404,9841.228200145639,1.0,5000.0,0.08683913266544546
2025-01-06 00:29:00,19.439462720005352,17.86354485938589,9110.309158823147,0.2,40.00000000000001,0.024686152961151998
2025-01-06 00:30:00,21.078880514988878,18.20469796957759,11649.724718837897,0.2,40.00000000000001,0.24062285024131772
2025-01-06 00:31:00,21.912383310691258,17.363338319670245,9360.45781039507,0.2,40.00000000000001,0.04595729680230168
2025-01-06 00:32:00,22.877678408073503,17.743029214520913,10863.843650064038,0.2,40.00000000000001,0.17379622874694192
2025-01-06 00:33:00,23.30320779511868,18.033448158771765,9150.424036642487,0.2,40.00000000000001,0.028097282027422416
2025-01-06 00:34:00,23.675889080388103,16.77151013978217,9390.077810165536,0.2,40.00000000000001,0.04847600426577674
2025-01-06 00:35:00,18.15308295366627,16.91614024967822,8820.0,0.9539746767365737,4340.907622568211,0.0
2025-01-06 00:36:00,19.956375027274174,17.946347695068702,11149.478553329895,0.2,40.00000000000001,0.19808491099744
2025-01-06 00:37:00,20.918612286061343,17.790321143772434,8820.0,0.2,40.00000000000001,0.0
2025-01-06 00:38:00,21.674821673242004,16.951929109138387,8828.54257533161,0.2,40.00000000000001,0.0007264094669736057
2025-01-06 00:39:00,23.842023647321607,16.77309914742762,16675.789187904567,0.2,40.00000000000001,0.6680092846857626
2025-01-06 00:40:00,24.101996953194163,18.150437729296698,9315.740098685448,0.2,40.00000000000001,0.04215477029638155
2025-01-06 00:41:00,19.751683379478223,17.08526895584517,10787.065255172063,0.8059444587970553,2617.491893820938,0.1672674536710937
2025-01-06 00:42:00,20.98972769407222,17.699827461066167,9991.523979050577,0.2,40.00000000000001,0.09961938597368858
2025-01-06 00:43:00,21.797555308235932,18.031021830381317,9106.346103035035,0.2,40.00000000000001,0.024349158421346457
2025-01-06 00:44:00,22.57218655337768,17.280412356460346,9814.707200581155,0.2,40.00000000000001,0.08458394562764916
2025-01-06 00:45:00,22.997080052220564,16.984331246568956,8883.247538798843,0.2,40.00000000000001,0.0053781920747314645
2025-01-06 00:46:00,17.804915722397105,17.208775258195747,8820.0,1.0,5000.0,0.0
2025-01-06 00:47:00,20.007706082817478,17.10503858470334,12828.375971383417,0.2,40.00000000000001,0.34084829688634505
2025-01-06 00:48:00,21.141108829732293,17.327863669365154,9752.123128174777,0.2,40.00000000000001,0.07926217076316125
2025-01-06 00:49:00,22.661338175409398,17.679760420177825,12842.730521919719,0.2,40.00000000000001,0.34206892193194904
2025-01-06 00:50:00,23.264976745326,17.480072691439187,9844.536204154134,0.2,40.00000000000001,0.08712042552331059
2025-01-06 00:51:00,23.611426910338036,18.266596439429335,9144.56511403702,0.2,40.00000000000001,0.027599074322875734
2025-01-06 00:52:00,19.921098082641393,17.407774382927077,11583.735438858277,0.792254288460875,2486.3587982309905,0.23501151690971747
2025-01-06 00:53:00,21.094736608030143,18.659305479954604,9797.014434792578,0.2,40.00000000000001,0.08307945874086543
2025-01-06 00:54:00,21.89312923368279,17.31822370406193,9203.587700586399,0.2,40.00000000000001,0.032618001750544016
2025-01-06 00:55:00,22.582078411276612,17.1540164420757,9491.619776452659,0.2,40.00000000000001,0.057110525208559346
2025-01-06 00:56:00,22.15606440260582,17.944645514557624,8898.523689927211,0.33276283082404157,184.2359741068483,0.006677184517620076
2025-01-06 00:57:00,19.956899604385438,16.990560562255325,9338.265641906211,0.661570235098362,1447.764345309671,0.044070207645085985
2025-01-06 00:58:00,21.616962863911372,17.756735822733596,12311.352668683778,0.2,40.00000000000001,0.29688373033025334
2025-01-06 00:59:00,22.63859657931334,18.355900727886084,10808.873032084048,0.2,40.00000000000001,0.16912185646973193
2025-01-06 01:00:00,20.736151362559983,17.939320667960676,9134.4704575335,0.5626318632739734,890.5185603075244,0.026740685164413112
2025-01-06 01:01:00,21.86880062047213,16.540925207613256,10542.284502628696,0.2,40.00000000000001,0.14645276382897082
2025-01-06 01:02:00,22.75725359665991,18.631032747061706,10685.926174814475,0.21022617221915102,46.45477411551538,0.15866719173592467
2025-01-06 01:03:00,17.972274647315594,17.570703352035164,9643.638644885008,1.0,5000.0,0.07003729973511968
2025-01-06 01:04:00,19.390560649155045,17.623309945313746,9053.304373592851,0.2,40.00000000000001,0.019838807278303516
